name,price,brand,weight in grams,bearing size,response,material,designed in,made in,machined in,released,description,diameter mm,diameter in,width mm,width in,gap width mm,gap width in,bearing type,material group
KROWN 6061,44.99,C3yoyodesign,64.54,Size C (.250 x .500 x .187),19mm slim Pad Size,6061 Aluminum,Hong Kong,Hong Kong,,2019-03-01,Shinya Kido Signature Yo-Yo.,,,,,,,Size C,Aluminum
Speedaholic,11.99,C3yoyodesign,68.7,Narrow Size C,19mm Thick Pad Size,Plastic,Hong Kong,Hong Kong,,2019-03-01,Great performance in a responsive design!,,,,,,,Size C,Plastic
ReCognition,44.99,Unparalleled,66.45,Size C (.250 x .500 x .187),19mm slim Pad Size,7075Aluminum,USA,China,,2019-04-01,Colin Beckford Signature Yo-Yo!,,,,,,,Size C,Aluminum
Little League,49.99,Recess,64.05,Size C (.250 x .500 x .187),19mm slim Pad Size,6061 Aluminum,USA,China,,2022-06-01,Small organic design.,,,,,,,Size C,Aluminum
Gulch,54.99,Good Life YoYos,66.03,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,USA,China,,2019-05-01,High performance mono-metal design!,,,,,,,Size C,Aluminum
Radius 7068,89.99,C3yoyodesign,63.94,Size C (.250 x .500 x .187),19mm Slim Pad Size,7068 Aluminum,Hong Kong,Hong Kong,,2019-05-01,Shion Araya Signature Yo-Yo!,,,,,,,Size C,Aluminum
Aurora,28.99,MagicYoYo,65.0,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,China,China,,2019-05-01,Competition level light-up yo-yo!,,,,,,,Size C,Aluminum
Legendary Terrarian,78.99,One Drop YoYos,63.94,Size C (.250 x .500 x .187),One Drop Standard Flow Groove Pad,7075 Aluminum,USA,USA,,2019-06-01,Unlock the next level!,,,,,,,Size C,Aluminum
The Bowl 7068,99.99,Round Spinning Objects,64.24,Size C (.250 x .500 x .187),19mm Slim Pad Size,7068 Aluminum,Singapore,China,,2019-06-01,Just a little off the top.,,,,,,,Size C,Aluminum
Loonie,55.0,Rain City,54.6,Size A,Small Bearing Response Pads,Brass,,,,2023-01-01,Miniature Brass Yo-Yo!,,,,,,,Size A,Brass
Trident,99.99,ThrowRevolution,65.3,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum / Stainless Steel Rings,Singapore,China,,2019-06-01,Organic styling meets competitive performance!,,,,,,,Size C,Aluminum Bi-Metal
TM,69.99,yoyorecreation,67.89,Size C (.250 x .500 x .187),YoYoRecreation Size,6061 Aluminum,Japan,China,,2019-07-01,Takimoto Mizuki Signature Yo-Yo!,,,,,,,Size C,Aluminum
'Play YoYo' Collection,5.99,YoYoFactory,,Transaxle,Starburst,Plastic,USA,China,,2019-07-01,Play Yo-Yo!,,,,,,,Spool,Plastic
California,29.99,YoYoFactory,64.03,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,USA,China,,2019-07-01,Redesigned favorite from the classic YYF lineup!,,,,,,,Size C,Aluminum
ERCIM,99.99,Sengoku,65.13,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,Japan,China,,2019-07-01,Electro Retro Combobulator Interdimensional.,,,,,,,Size C,Aluminum
SYNC,50.0,yoyofriends,64.71,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,China,China,,2019-07-01,Power and speed in perfect synchronization!,,,,,,,Size C,Aluminum
The Bowl Mini,189.99,Round Spinning Objects,62.24,SizeD,19mm Slim Pad Size,Stainless Steel,Singapore,China,,2021-01-01,Compact Stainless Steel Design!,,,,,,,Size D,Stainless Steel
Exit 8,74.99,Duncan,65.6,Size C (.250 x .500 x .187),19mm Slim Pad Size,7075 Aluminum,USA,China,,2019-07-01,Takeshi Kamisato Signature Yo-Yo!,,,,,,,Size C,Aluminum
Nocturnal,74.99,MOWL,66.12,Size C (.250 x .500 x .187),mowl Response Pad,6061 Aluminum,Japan,China,,2019-08-01,Maneuverable and fast!,,,,,,,Size C,Aluminum
Anglam Pinnacle,239.99,sOMEThING,67.52,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum w/ Titanium Rings,Japan,Japan,,2019-08-01,The pinnacle of the Anglam series.,,,,,,,Size C,Aluminum Bi-Metal
Butterfly AL,49.99,Duncan,62.04,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,USA,China,,2019-08-01,Modern Butterfly made from Aluminum!,,,,,,,Size C,Aluminum
Gravity,399.99,Round Spinning Objects,67.3,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,Singapore,China,,2021-05-01,Atmos and RSO collaboration!,,,,,,,Size C,Titanium
Kappa,74.99,Throw Spiral,64.42,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,USA,China,,2021-06-01,A truly competitive organic yoyo for the modern era!,,,,,,,Size C,Aluminum
Journey,129.99,YoYoPalace,65.09,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rim,China,China,,2021-06-01,Ahmad Kharisma signature yoyo!,,,,,,,Size C,Aluminum Bi-Metal
The Bowl XL,89.99,Round Spinning Objects,64.7,Size C (.250 x .500 x .187),CLYW Slim,7068 Aluminum,Singapore,China,,2021-06-01,Go big or go home.,,,,,,,Size C,Aluminum
The Guitarist,59.99,Rain City,63.93,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Canada,China,,2021-06-01,The Sequel to the MetalHead!,,,,,,,Size C,Aluminum
Plot Armor,79.99,yoyoball,64.74,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,China,China,,2021-06-01,The yoyoball narrative!,,,,,,,Size C,Aluminum
The Don,87.99,Zero Gravity Return Tops,63.6,Size D,RSO Size D Response Pads,7068 Aluminum w/ Stainless Steel rings,Canada,China,,2021-06-01,Organic bi-metal design.,,,,,,,Size D,Aluminum Bi-Metal
Coglite,99.99,Unparalleled,63.43,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rims,USA,China,,2021-06-01,Colin Beckford signature yoyo.,,,,,,,Size C,Aluminum Bi-Metal
Time Jacker,69.99,Top Yo,64.3,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 w/ Stainless Steel Rims,China,China,,2021-07-01,Su Jia Peng signature yoyo!,,,,,,,Size C,Bi-Metal
Patronum,31.99,Top Yo,65.5,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 Aluminum,China,China,,2021-07-01,Mono-metal version of the Patronus!,,,,,,,Size C,Aluminum
Cloud,29.99,Top Yo,66.2,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Delrin,China,China,,2021-07-01,Machined plastic design.,,,,,,,Size C,Delrin
Recluse,29.99,R2FG,63.73,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,China,China,,2021-07-01,Designed in collaboration with Insight Yo!,,,,,,,Size C,Aluminum
Garnet Neon,79.99,R2FG,65.22,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate w/ Stainless Steel Rims,China,China,,2021-07-01,Hybrid yoyo design!,,,,,,,Size C,Polycarbonate Bi-Metal
Frosted Euclase,27.99,R2FG,65.43,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate,China,China,,2021-07-01,Full plastic design!,,,,,,,Size C,Polycarbonate
Titanium Confusion,174.99,YoYoFactory,64.64,Size A,"""Slim Pad"" Size 19mm OD",Titanium,USA,China,,2021-07-01,Titanium version of the Confusion!,,,,,,,Size A,Titanium
Derti,329.99,Round Spinning Objects,63.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,Singapore,China,,2021-08-01,Titanium version of the Dert!,,,,,,,Size C,Titanium
Shawn Exploder,74.99,Doctor Popular,63.41,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum,USA,China,,2021-08-01,Shawn Garcia signature yoyo!,,,,,,,Size C,Aluminum
Windoundary,44.99,C3yoyodesign,65.15,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Hong Kong,China,,2021-08-01,Jacob Cheng Hongye signature yoyo!,,,,,,,Size C,Aluminum
YYF Essence,44.99,YoYoFactory,66.08,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2021-08-01,Izuru Hasumi and Akitoshi Tokubuchi's signature release!,,,,,,,Size C,Aluminum
Acadia,,Luftverk,,Size C (.250 x .500 x .187),19mm Luftpad,Titanium,Canada,China,,2021-08-01,The Evolution of the Evora!,,,,,,,Size C,Titanium
Star Chaser,69.99,Sturm Panzer,63.2,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Japan,China,,2021-08-01,Inspired by the PHENOM!,,,,,,,Size C,Aluminum
Speedaholic MAX,99.99,C3yoyodesign,65.2,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum / Stainless Steel Rim,Hong Kong,China,,2021-09-01,Bi-metal version of the Speedaholic!,,,,,,,Size C,Aluminum Bi-Metal
Trion Crash,169.99,C3yoyodesign,63.8,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum / Polycarbonate Rims / Stainless Steel Rings,Hong Kong,China,,2021-09-01,Tri-material yoyo design!,,,,,,,Size C,Various Bi-Metal
Shinobi,148.99,Sengoku,64.8,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,Japan,China,,2021-09-01,new Tri-Metal Construction!,,,,,,,Size C,Aluminum
Plvs Vltra,134.99,MOWL,64.7,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 w/ Stainless Steel Rims,Japan,China,,2021-09-01,New bi-metal design!,,,,,,,Size C,Bi-Metal
Freehand One Ti,299.99,Duncan,65.6,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,USA,China,,2021-10-01,Titanium version of the classic Freehand!,,,,,,,Size C,Titanium
Freehand One AL Small Bearing,49.99,Duncan,65.59,Size A,Small Bearing Pads,6061 Aluminum,USA,China,,2021-01-01,Size A bearing FH1!,,,,,,,Size A,Aluminum
Da Capo,64.99,Thesis YoYo,65.6,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Delrin w/ 6061 Aluminum Caps,USA,China,,2021-09-01,Delrin yoyo with metal caps!,,,,,,,Size C,Delrin
Senban,59.99,Shuriken,59.75,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,Hong Kong,China,,2021-10-01,Unresponsive pocket friendly yoyo!,,,,,,,Size C,Aluminum
5050,49.99,Dressel Designs,59.76,Size D,"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2021-10-01,Organic D-Bearing 1 to 1 design!,,,,,,,Size D,Aluminum
Daredevil,64.99,GWAY,62.32,Size D,DBearing Pad (Standardized by RSO x YoYoLab & Freshly Dirty),7068 Aluminum,USA,China,,2021-10-01,Lightweight D-Bearing YoYo!,,,,,,,Size D,Aluminum
Spotlight,44.99,YoYoFactory,65.22,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2021-10-01,Hunter Feuerstein Signature YoYo!,,,,,,,Size C,Aluminum
SYFO,139.99,yoyorecreation,68.5,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Aluminum,Japan,USA,,2021-11-01,Second YoYo From Oregon!,,,,,,,Size C,Aluminum
444,54.44,YoYoFactory,44.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,USA,,2021-10-01,Lightweight 44g hub stack design!,,,,,,,Size C,Aluminum
Kill Shot,209.99,sOMEThING,66.5,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 w/ Stainless Steel Rims,Japan,China,,2021-10-01,Powerful new bi-metal yoyo.,,,,,,,Size C,Bi-Metal
Speeder,69.99,sOMEThING,65.1,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Polycarbonate w/ Aluminum Rim,Japan,China,,2021-10-01,An all new version of a classic!,,,,,,,Size C,Polycarbonate Bi-Metal
Omnitron Noah,219.99,C3yoyodesign,64.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Titanium Ring,Hong Kong,Hong Kong,,2021-10-01,6061 Aluminium YoYo With Titanium Rims,,,,,,,Size C,Aluminum Bi-Metal
Vulture,88.99,yoyofriends,64.6,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum w/ Stainless Steel Rims,China,China,,2021-10-01,Powerful new bi-metal design!,,,,,,,Size C,Aluminum Bi-Metal
RAMI,186.99,yoyorecreation,65.0,Size C (.250 x .500 x .187),YoYoRec Size C Pads,Aluminum w/ Stainless Steel Rims,Japan,China,,2021-11-01,Mizuki Takimoto signature yoyo!,,,,,,,Size C,Aluminum Bi-Metal
Panorama,66.0,One Drop YoYos,60.45,Size C (.250 x .500 x .187),Standard Flow Groove Pad,6061 Aluminum,USA,USA,,2021-11-01,Tsukasa Takatsu signature yoyo!,,,,,,,Size C,Aluminum
Pharaoh,79.99,Good Life YoYos,65.2,Size C (.250 x .500 x .187),19mm Slim Pad Size,6061 Aluminum,USA,China,,2021-11-01,Filip David Signature YoYo!,,,,,,,Size C,Aluminum
Ti Executive,314.99,Luftverk,57.4,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,USA,Canada,,2021-11-01,Titanium version of the Executive!,,,,,,,Size C,Titanium
Vigilancia,69.99,MOWL,66.6,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum,Japan,China,,2021-11-01,Mono-metal version of the Surveillance.,,,,,,,Size C,Aluminum
PV44,74.99,Fair Trade YoYos,63.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,USA,China,,2021-11-01,Nostalgic style meets modern design!,,,,,,,Size C,Aluminum
MIID-Y,89.99,Turning Point,66.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Japan,China,,2021-11-01,Hiroyasu Ishihara signature yoyo!,,,,,,,Size C,Aluminum
Shot Glass,179.99,Turning Point,70.3,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Stainless Steel,Japan,China,,2021-11-01,Part yoyo. Part barware.,,,,,,,Size C,Stainless Steel
Bangarang,275.0,Lathed Back Design,35.0,Size A,Small Bearing Pad,Titanium,Canada,Canada,,2021-11-01,Modular Titanium Design!,,,,,,,Size A,Titanium
iQ,100.0,YoYoFactory,65.1,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rings,USA,China,,2021-11-01,"It doesn't just play, it outplays!",,,,,,,Size C,Aluminum Bi-Metal
JDS Shutter,59.99,YoYoFactory,64.4,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Japan,China,,2021-11-01,Gentry Stein Signature YoYo.,,,,,,,Size C,Aluminum
AUTOSCOPY,186.99,yoyorecreation,66.5,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 Aluminum w/ Stainless Steel Rims,Japan,China,,2021-12-01,Hajime Miura Signature YoYo!,,,,,,,Size C,Aluminum Bi-Metal
Exia,74.99,MK1 YoYos,63.67,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum w/ Stainless Steel Rim,USA,China,,2020-11-01,Team built competition inspired design!,,,,,,,Size C,Aluminum Bi-Metal
Kenshin Kiwami,97.99,Sengoku,63.1,Size C (.250 x .500 x .187),Slim Pad Size 19mm OD,6061 Aluminum w/ Stainless Steel Rings,Japan,China,,2020-11-01,The Ultimate Kenshin!,,,,,,,Size C,Aluminum Bi-Metal
Sugar,44.99,YoYoFactory,66.15,Size C (.250 x .500 x .187),"CBC ""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2020-11-01,Shu Takada Signature Model!,,,,,,,Size C,Aluminum
Steel Shutter,119.99,YoYoFactory,65.0,Size A (5x10x4 mm),YYF Small Bearing Pads,Stainless Steel,USA,China,,2020-11-01,Gentry Stein Signature YoYo!,,,,,,,Size A,Stainless Steel
Valley,59.99,Good Life YoYos,65.26,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2020-11-01,Chris Rodrigues signature yoyo.,,,,,,,Size C,Aluminum
DOOMBOT,369.99,Round Spinning Objects,64.25,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium w/ Brass Ring,Singapore,China,,2020-11-01,Titanium yoyo with Brass rings!,,,,,,,Size C,Titanium Bi-Metal
Ad-Lib,64.99,Amplified,66.49,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2020-11-01,An exciting refresh on the model that started Amplified!,,,,,,,Size C,Aluminum
Replay Pro / Spinstar Starter Set,31.99,YoYoFactory,,,,,,,,,Everything you need to get started!,,,,,,,,
BiMetal,54.99,YoYoFactory,64.81,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rim,USA,China,,2020-12-01,"High performance, low cost!",,,,,,,Size C,Aluminum Bi-Metal
The American,49.99,YoYoFactory,65.42,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,USA,,2020-12-01,Made in America!,,,,,,,Size C,Aluminum
Vanitas,99.99,C3yoyodesign,63.36,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rims,Hong Kong,China,,2020-12-01,Leo Chan Matsumoto Signature YoYo!,,,,,,,Size C,Aluminum Bi-Metal
Wish,124.99,Caribou Lodge,64.77,Size C (.250 x .500 x .187),CLYW Snow Tires,6061 Aluminum w/ Stainless Steel Rings,Canada,China,,2020-12-01,Zach Gormley signature yoyo!,,,,,,,Size C,Aluminum Bi-Metal
Ducc,49.99,Rain City,,,,,,,,,Community designed yoyo!,,,,,,,,
Will,119.99,YoYoFactory,65.05,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7075 w/ Stainless Steel Rims,USA,China,,2021-01-01,Akitoshi Tokubuchi Signature Model!,,,,,,,Size C,Bi-Metal
Koi,49.99,yoyofriends,65.91,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7068 Aluminum,China,China,,2021-01-01,Designed with a focus on flow and feel!,,,,,,,Size C,Aluminum
The Bowl Mini - Aluminum,78.99,Round Spinning Objects,62.5,Size D,"""Slim Pad"" Size 19mm OD",6061 Aluminum,Singapore,China,,2021-01-01,Aluminum D-bearing version of the Bowl Mini!,,,,,,,Size D,Aluminum
UI,399.99,ENSO,64.27,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,USA,China,,2021-01-01,High performance titanium yoyo.,,,,,,,Size C,Titanium
Radius Ti,399.99,C3yoyodesign,63.9,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,Hong Kong,China,,2021-01-01,Shion Araya Signature YoYo!,,,,,,,Size C,Titanium
Freehand One AL FH1,49.99,Duncan,65.59,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2021-01-01,An homage to the Original Freehand!,,,,,,,Size C,Aluminum
Deduction,149.99,R2FG,60.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,China,China,,2021-02-01,Slimline Titanium YoYo!,,,,,,,Size C,Titanium
Halberd,29.99,R2FG,65.8,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,China,China,,2021-02-01,Affordable design with impressive performance!,,,,,,,Size C,Aluminum
Basilisk,57.99,Zero Gravity Return Tops,65.05,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003Aluminum,Canada,China,,2021-02-01,As fast and powerful as the lizard it's named after!,,,,,,,Size C,Aluminum
iCEBERG (New),69.99,iYoYo,65.03,Size C (.250 x .500 x .187),iYoYo iRings 19mm Slim Pad Compatible,,Germany,China,,,Newly redesigned iCEBERG!,,,,,,,Size C,
SHOOTiNG STAR,29.99,iYoYo,63.8,Half Spec,iYoYo iRings 19mm Slim Pad Compatible,,Germany,China,,,Full plastic version of the iCEBERG!,,,,,,,Other,
iMPACT,109.99,iYoYo,66.21,Size C,iYoYo iRings 19mm Slim Pad Compatible,7075 Aluminum with Stainless Steel Rings,Germany,China,,,Make an iMPACT!,,,,,,,Size C,Aluminum Bi-Metal
Toonie,98.99,Rain City,59.6,Size A,19mm Slim Pad Size,6061 Aluminum w/ Stainless Steel Rims,Canada,China,,2021-02-01,Bi-metal version of the Loonie!,,,,,,,Size A,Aluminum Bi-Metal
Frozen,159.99,Top Yo,64.86,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 Aluminum / Polycarbonate / Stainless Steel Rims,China,China,,2021-03-01,"Aluminum, Plastic, and Steel Construction.",,,,,,,Size C,Various Bi-Metal
Royal 1,72.99,General Yo,66.54,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2021-03-01,12 years in the making!,,,,,,,Size C,Aluminum
Mod44,98.99,Freshly Dirty,64.35,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum / Delrin,USA,China,,2021-03-01,Modular yoyo design!,,,,,,,Size C,Various
DStarter2,89.99,Sturm Panzer,62.83,Size D,Size D Blade Attack Pad,7075 Aluminum,Japan,China,,2021-03-01,7075 Aluminum D-Bearing Design.,,,,,,,Size D,Aluminum
DGTZR,74.99,Good Life YoYos,66.8,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rings,USA,China,,2021-03-01,John Wolfe signature throw!,,,,,,,Size C,Aluminum Bi-Metal
Tiramisu,,Round Spinning Objects,65.83,Size D,RSO Landing Pad Size D,Titanium,Singapore/USA,China,,2021-03-01,RSO x Crucial titanium collaboration!,,,,,,,Size D,Titanium
Kapital,59.99,YoYoFactory,64.13,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,USA,,2021-03-01,Made in the USA.,,,,,,,Size C,Aluminum
Metavity,399.99,YoYoFactory,65.92,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",Titanium,USA,China,,2021-03-01,Titanium YoYo for Izuru Hasumi and Akitoshi Tokubuchi!,,,,,,,Size C,Titanium
Comic Sans,61.99,yoyorecreation,63.5,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Japan,China,,2021-03-01,The font you never knew you needed.,,,,,,,Size C,Aluminum
YYR Impact,54.99,yoyorecreation,66.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Japan,China,,2021-03-01,As bold as the font!,,,,,,,Size C,Aluminum
Saboteur,59.99,GWAY,65.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2021-04-01,Old school style meets modern performance!,,,,,,,Size C,Aluminum
Code,44.99,YoYoPalace,64.64,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,China,China,,2021-04-01,"Low cost, High performance!",,,,,,,Size C,Aluminum
Sphere,99.99,YoYoPalace,66.24,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",POM,China,China,,2021-04-01,Inspired by the past with modern performance!,,,,,,,Size C,POM
Otter,99.99,Caribou Lodge,66.35,Size C (.250 x .500 x .187),CLYW Snow Tires,6061 Aluminum,Canada,China,,2021-04-01,Harrison Lee Signature YoYo!,,,,,,,Size C,Aluminum
Laevateinn,29.99,C3yoyodesign,63.7,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Hong Kong,China,,2021-04-01,"Lightweight, powerful, and budget friendly!",,,,,,,Size C,Aluminum
Colossus VI,27.99,Top Yo,65.5,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",7003 Aluminum,China,China,,2020-05-01,The latest in the Colossus line!,,,,,,,Size C,Aluminum
Anglam Zero,699.99,sOMEThING,65.6,Size C (.250 x .500 x .187),sOMEThING Pads,Titanium,Japan,China,,2021-05-01,Titanium Anglam!,,,,,,,Size C,Titanium
BettyNova,59.99,YoYoFactory,68.28,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2021-05-01,Betty Gallegos Signature YoYo!,,,,,,,Size C,Aluminum
Anglam Zero Apogee,969.99,sOMEThING,65.5,Size C (.250 x .500 x .187),sOMEThING Pads,Titanium w/ Stainless Steel,Japan,China,,2021-05-01,Titanium/Steel Anglam design!,,,,,,,Size C,Titanium Bi-Metal
Bastet II,44.99,C3yoyodesign,65.5,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Hong Kong,China,,2021-05-01,The new and improved Bastet!,,,,,,,Size C,Aluminum
mowl Q,69.99,MOWL,61.0,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,Japan,China,,2021-05-01,Comfortable in the hand and in play.,,,,,,,Size C,Aluminum
KO,49.99,YoYoFactory,64.14,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum w/ Stainless Steel Rims,USA,China,,2021-05-01,Eric Koloski signature yoyo!,,,,,,,Size C,Aluminum Bi-Metal
Uppercut,34.99,YoYoFactory,64.97,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 Aluminum,USA,China,,2021-05-01,Eric Koloski Signature YoYo!,,,,,,,Size C,Aluminum
Hinemosu,214.99,Turning Point,66.7,Size C (.250 x .500 x .187),"""Slim Pad"" Size 19mm OD",6061 w/ Titanium Rims,Japan,China,,2021-06-01,Takeshi Matsuura signature yoyo!,,,,,,,Size C,Bi-Metal
